Species,Owner,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points
Arabica,bourbon specialty coffees,Brazil,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,82.58
Arabica,andry simarmata,Indonesia,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,doi tung development project,Thailand,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,松澤宏樹 koju matsuzawa,Thailand,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,tembo coffee company ltd,United Republic of Tanzania,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58
Arabica,kawacom uganda ltd,Uganda,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58
Arabica,eric thormaehlen,Costa Rica,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58
Arabica,dane loraas,Mexico,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58
Arabica,brent hall,Guatemala,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,82.58
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58
Arabica,guillermo rojas saldana,Mexico,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58
Arabica,organizaciones de productores de cafe colimense,Mexico,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58
Arabica,racafe & cia s.c.a,Colombia,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58
Arabica,nucoffee,Brazil,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,82.58
Arabica,ipanema coffees,Brazil,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.5
Arabica,sanjava coffee,Indonesia,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5
Arabica,elsy reyes,Honduras,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5
Arabica,juan luis alvarado romero,Guatemala,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5
Arabica,doi tung development project,Thailand,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5
Arabica,松澤宏樹 koju matsuzawa,Thailand,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5
Arabica,shah plantations,United Republic of Tanzania,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5
Arabica,amkeni gourmet coffee group,United Republic of Tanzania,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5
Arabica,lusso lab,Mexico,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.5
Arabica,ipanema coffees,Brazil,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5
Arabica,juan luis alvarado romero,Guatemala,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5
Arabica,juan luis alvarado romero,Guatemala,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5
Arabica,saul m. hernandez ramirez,Mexico,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.5
Arabica,enrique mitre lopez,Mexico,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5
Arabica,enrique eduardo lopez aguilar,Mexico,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5
Arabica,juan luis alvarado romero,Guatemala,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5
Arabica,jacques pereira carneiro,Brazil,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5
Arabica,racafe & cia s.c.a,Colombia,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5
Arabica,kona pacific farmers cooperative,United States of America,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5
Arabica,adam kline,Guatemala,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5
Arabica,brian beck,Honduras,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42
Arabica,juan luis alvarado romero,Guatemala,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42
Arabica,juan luis alvarado romero,Guatemala,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42
Arabica,juan luis alvarado romero,Guatemala,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42
Arabica,juan luis alvarado romero,Guatemala,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42
Arabica,racafe & cia s.c.a,Colombia,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42
Arabica,yunnan coffee exchange,China,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42
Arabica,bourbon specialty coffees,Brazil,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,82.42
Arabica,gladness obed pallangyo,United Republic of Tanzania,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42
Arabica,ipanema coffees,Brazil,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42
Arabica,the coffee source inc.,Guatemala,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42
Arabica,nucoffee,Brazil,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42
Arabica,dane loraas,Peru,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42
Arabica,ipanema coffees,Brazil,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42
Arabica,manuel herrera juarez,Mexico,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42
Arabica,brent hall,Honduras,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42
Arabica,racafe & cia s.c.a,Colombia,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42
Arabica,nestor mendez gomez,Mexico,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42
Arabica,jesus salazar velasco,Mexico,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42
Arabica,"el equimite, cafetal biodinámico",Mexico,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42
Arabica,manuel herrera juarez,Mexico,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42
Arabica,dario cesar galeana sanchez,Mexico,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42
Arabica,jose daniel cobilt castro,Mexico,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42
Arabica,alvaro quiros perez,Mexico,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42
Arabica,olivia hernandez virves,Mexico,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,82.42
Arabica,finca las nieves,Mexico,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42
Arabica,carcafe ltda ci,Colombia,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,82.42
Arabica,nucoffee,Brazil,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42
Arabica,exportadora de cafe condor s.a,Colombia,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42
Arabica,bismarck castro,Honduras,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33
Arabica,pedro santos e silva,Brazil,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33
Arabica,gabriel barbara,Brazil,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33
Arabica,ipanema coffees,Brazil,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33
Arabica,"ceca, s.a.",Costa Rica,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33
Arabica,rodrigo soto,Costa Rica,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33
Arabica,yunnan coffee exchange,China,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33
Arabica,ipanema coffees,Brazil,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33
Arabica,bourbon specialty coffees,Brazil,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33
Arabica,juan luis alvarado romero,Guatemala,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33
Arabica,afca,Malawi,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33
Arabica,ipanema coffees,Brazil,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33
Arabica,juan luis alvarado romero,Guatemala,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33
Arabica,dane loraas,Mexico,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33
Arabica,the coffee source inc.,Colombia,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33
Arabica,juan luis alvarado romero,Guatemala,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33
Arabica,alfredo bojalil,Mexico,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33
Arabica,michael gavina,Costa Rica,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33
Arabica,juan luis alvarado romero,Guatemala,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33
Arabica,saul m. hernandez ramirez,Mexico,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33
Arabica,manuel herrera juarez,Mexico,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33
Arabica,juan luis alvarado romero,Guatemala,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33
Arabica,nucoffee,Brazil,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33
Arabica,maria luisa del carmen rojas narvaez,Mexico,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33
Arabica,nucoffee,Brazil,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33
Arabica,carcafe ltda ci,Colombia,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33
Arabica,klem organics,Brazil,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,82.25
Arabica,juan luis alvarado romero,Guatemala,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25
Arabica,ipanema coffees,Brazil,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25
Arabica,consejo salvadoreño del café,El Salvador,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25
Arabica,cadexsa,Honduras,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25
Arabica,afca,Malawi,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25
Arabica,ipanema coffees,Brazil,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25
Arabica,jesus carlos cardenas valdivia,Mexico,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25
Arabica,kona pacific farmers cooperative,United States of America,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25
Arabica,saul m. hernandez ramirez,Mexico,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25
Arabica,juan luis alvarado romero,Guatemala,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25
Arabica,manuel herrera juarez,Mexico,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25
Arabica,guillermo rojas saldana,Mexico,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25
Arabica,adam kline,El Salvador,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25
Arabica,sergio de la vequia bernardi,Mexico,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25
Arabica,organizaciones de productores de cafe colimense,Mexico,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25
Arabica,racafe & cia s.c.a,Colombia,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25
Arabica,nucoffee,Brazil,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25
Arabica,racafe & cia s.c.a,Colombia,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25
Arabica,ipanema coffees,Brazil,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17
Arabica,bismarck castro,Honduras,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17
Arabica,"bencafe, s. a.",Nicaragua,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17
Arabica,langiro farm group,United Republic of Tanzania,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17
Arabica,ibero coffee trading co (t) ltd,United Republic of Tanzania,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17
Arabica,ipanema coffees,Brazil,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17
Arabica,doi tung development project,Thailand,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17
Arabica,cadexsa,Honduras,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17
Arabica,essencecoffee,Guatemala,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17
Arabica,bourbon specialty coffees,Brazil,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17
Arabica,tembo coffee company ltd,United Republic of Tanzania,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17
Arabica,j.andrade,Mexico,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17
Arabica,lusso lab,Mexico,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17
Arabica,exportadora de cafe condor s.a,Colombia,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17
Arabica,saul m. hernandez ramirez,Mexico,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17
Arabica,the coffee source inc.,Guatemala,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17
Arabica,salvador caro carrion,Mexico,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17
Arabica,organizaciones de productores de cafe colimense,Mexico,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17
Arabica,sanjava coffee,Indonesia,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08
Arabica,raúl vargas,Colombia,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08
Arabica,ipanema coffees,Brazil,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08
Arabica,ipanema coffees,Brazil,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08
Arabica,balam hinyula,United Republic of Tanzania,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08
Arabica,ngorogoro convenant estate,United Republic of Tanzania,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08
Arabica,cafe politico,Colombia,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08
Arabica,"ceca, s.a.",Costa Rica,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08
Arabica,kona pacific farmers cooperative,United States of America,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08
Arabica,"el equimite, cafetal biodinámico",Mexico,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08
Arabica,julio perez hernandez,Mexico,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08
Arabica,rosa aurora falcon fernandez,Mexico,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08
Arabica,royal base corporation,Vietnam,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08
Arabica,sergio de la vequia bernardi,Mexico,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08
Arabica,kona pacific farmers cooperative,United States of America,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08
Arabica,carcafe ltda ci,Colombia,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08
Arabica,bismarck castro,Honduras,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0
Arabica,bismarck castro,Honduras,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0
Arabica,ipanema coffees,Brazil,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0
Arabica,didas,United Republic of Tanzania,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0
Arabica,minwook ku,Laos,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0
Arabica,finca estate,United Republic of Tanzania,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0
Arabica,afca,Malawi,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0
Arabica,doi tung development project,Thailand,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0
Arabica,eric thormaehlen,Costa Rica,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0
Arabica,beneficio santa rosa,Honduras,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0
Arabica,racafe & cia s.c.a,Colombia,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0
Arabica,owen carver,Brazil,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0
Arabica,jorge octavio escamilla prado,Mexico,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0
Arabica,nucoffee,Brazil,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0
Arabica,nucoffee,Brazil,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0
Arabica,juan luis alvarado romero,Guatemala,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0
Arabica,nucoffee,Brazil,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0
Arabica,felipe isaza,Guatemala,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0
Arabica,racafe & cia s.c.a,Colombia,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0
Arabica,juan luis alvarado romero,Guatemala,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92
Arabica,juan luis alvarado romero,Guatemala,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92
Arabica,bismarck castro,Honduras,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92
Arabica,gabriel barbara,Brazil,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92
Arabica,consejo salvadoreño del café,El Salvador,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92
Arabica,juan luis alvarado romero,Guatemala,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92
Arabica,mcomafa co ltd,United Republic of Tanzania,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92
Arabica,chris finch,Nicaragua,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92
Arabica,lusso lab,Zambia,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92
Arabica,rob tuttle,Honduras,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92
Arabica,calixto guillen vazquez,Mexico,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92
Arabica,saul m. hernandez ramirez,Mexico,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92
Arabica,saul m. hernandez ramirez,Mexico,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92
Arabica,juan hermilio sampieri carcamo,Mexico,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92
Arabica,modesto landeros flores,Mexico,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92
Arabica,nucoffee,Brazil,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92
Arabica,juan luis alvarado romero,Guatemala,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83
Arabica,troy quimby,Costa Rica,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83
Arabica,gabriel barbara,Brazil,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83
Arabica,aulia arif syahri,Indonesia,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83
Arabica,juan luis alvarado romero,Guatemala,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83
Arabica,ipanema coffees,Brazil,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83
Arabica,ipanema coffees,Brazil,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83
Arabica,u mg mg,Myanmar,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83
Arabica,viridiana,Mexico,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83
Arabica,cadexsa,Honduras,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83
Arabica,essencecoffee,Indonesia,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83
Arabica,afca,Malawi,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83
Arabica,ipanema coffees,Brazil,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83
Arabica,,Honduras,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83
Arabica,kurt kappeli,Mexico,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83
Arabica,racafe & cia s.c.a,Colombia,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83
